Review,Rating,Tanggal
sering tiba2 kluar perbaiki bug,1,2025-09-05 20:14:07
kenapa apk nya malah ngebug? keluar dr apk terus menerus pdhl hp saya baik' saja tidak kehabisan memori atau yang lain. tolong di perbaiki,1,2025-09-05 19:23:42
"kenapa pas mengunduh buku g bisa2 ya, padahal udh nyoba pake wifi sama pake kuota tetep g bisa bisa",2,2025-09-05 18:20:40
aplikasi yang sangat bagus membantu mencerdaskan anak bangsa,5,2025-09-05 15:03:17
"Semenjak di update, saya jadi ga bisa lagi baca buku disini, setiap mau download bukunya selalu alasan ""penyimpanan penuh harap hapus beberapa file"" padahal penyimpanan saya lumayan banyak. Sebelum di update, penyimpanan bukan masalah dan masih bisa download buku. Tolong masalah ini diperbaiki, setelah di update bukannya makin bagus malah makin parah🙏",1,2025-09-05 14:23:23
"baru masuk langsung keluar sendiri. Aplikasinya kebanyakan erornya. sekarang gak bisa dipake lagi di hp ku, karena pas baru masuk langsung keluar.",1,2025-09-05 14:03:03
semenjak sudah di update aplikasinya nggak bisa kebuka,1,2025-09-05 13:57:47
Sangat membantu,3,2025-09-05 12:41:44
udh 3 hari sejak di perbarui GK bisa di buka. gimana mau meningkatkan minat literasi klo aplikasi perpustakaan nasionalnya begini,1,2025-09-05 08:08:27
"setiap mau akses keluar terus, padahal buku di ipusnas bagus bagus. Bagusin dong bug nya min",1,2025-09-05 07:56:16
"Baru bisa buka setelah uninstall dan download kembali. apakah setiap pembaharuan selalu seperti ini? sangat disayangkan gak ada problem solvernya sih, mungkin tidak ada yang memiliki kompetensi untuk berbicara?",5,2025-09-05 06:05:50
kenapa aplikasi ini sering keluar sendiri dan tidak bisa di buka.,2,2025-09-05 04:31:46
"aplikasi ketika dibuka keluar terus, tolong perbaiki. apk sudah bagus, jika nanti sudah kembali semuaa bintang saya perbaiki.",1,2025-09-05 01:24:10
mohon di perbaiki kak soalnya suka keluar terus jadi susah buat belajar,5,2025-09-05 01:17:44
"kacau, diupdate malah jadi lola",1,2025-09-05 00:10:51
"maaf tapi balaaaa bgtt alaah. suka close sendiri lah, logout sendiri lah 😬 masa harus reinstall terus",1,2025-09-04 23:19:41
"Kenapa setelah update malah keluar sendiri terus. Dan ketika memasukkan keyword judul, tolong hasilnya jangan tidak ditemukan, tapi kasih pilihan alternatif yang ada irisannya lah",2,2025-09-04 22:37:04
apknya suka keluar sendiri,1,2025-09-04 21:46:19
"Setelah di update dari tgl 20 september kok ipusnas gabisa di buka ya? Aku pikir hp ku yang eror tp setelah cek pake hp lain juga sama aja gabisa dibuka, tolong di perbaiki dong",5,2025-09-04 21:42:49
"Suka keluar app nya, kenapa buku seperti ter liye judulnya bumi susah di pinjam padahal tertulis tersedia 1 copy",1,2025-09-04 21:16:08
"tolong dong, perbaiki aplikasi nya masa baru masuk langsung logout, bgtu terus setiap bukan aps",1,2025-09-04 20:44:59
"Tidak bisa dibuka, selalu keluar dari aplikasi setelah di-update. Sayang sekali, padahal ada banyak bacaan bagus yang ingin saya baca.",1,2025-09-04 19:59:49
"setelah di update aplikasi tidak bisa di buka, langsung keluar. sudah hampir 2 minggu error begini, padahal sebelumnya cinta banget sama ini aplikasi",4,2025-09-04 19:03:35
apasi setiap mau baca penyimpanan penuh mulu padahal udah dihapusin yang ga penting tapi tetep gabisa!,1,2025-09-04 18:24:45
"force closed, perlu banyak penyempurnaan, seandainya ada fitur wishlist, bookmark bacaan, waktu pinjam sangat singkat. san semoga ada mode offline, supaya bisa baca di pesawat",1,2025-09-04 18:05:35
bagus,5,2025-09-04 17:30:48
"tolong dong ipusnas aplikasinya diperbaiki, lagi butuh banget nih buat cari referensi😢",2,2025-09-04 17:25:45
"Baru bangeet di update, habis itu log in, masukin buku ke rak. Eh, tiba2 mulai keluar sendiri. Saya buka app nya lagi, keluar sendiri lagi. Diulang tetep sama. Sampai hp saya restart jg sama aja. Ini kenapa deh Kak? Tiap kali update mesti bermasalah ya ampun. Tolong segera diperbaiki Kak, plis 🙏🏻",1,2025-09-04 17:21:42
"udah install dan ga bisa masuk, udah berulangkali tapi tetep aja ga bisa masuk dan daftar",2,2025-09-04 16:45:15
suka keluar apk sendiri dan bacaan tiba2 antre lagi,4,2025-09-04 16:22:29
"Setelah disuruh memperbaharui app, malah app-nya error mulu dan berulang kali berhenti/nutup sendiri sampai usernya frustasi. Buka app aja gak bisa karena ketutup sendiri mulu, gimana lagi mau baca bukunya? Gimana developernya? Kok app diperbaharui bukannya jadi lebih oke, kok malah makin error? Tim IPusnas, minta tolong sekali bagaimana perbaikan pelayanannya, masyarakat mengandalkan layanan perpus digital ini lho.",1,2025-09-04 13:51:36
"sering gabisa masuk, pas mau masuk ke log out terus",1,2025-09-04 13:25:49
kenapa sih setiap buka aplikasinya selalu terpental keluar sendiri 😭,3,2025-09-04 12:08:53
ga work it,1,2025-09-04 11:35:02
"Sejak terakhir update, force closed terus. Temanku di kota lain juga begitu",1,2025-09-04 10:38:39
"Setelah update malah keluar sendiri, makin lama makin busuk.",1,2025-09-04 10:22:02
"pas saya membuka aplikasinya tiba tiba for close, tolong secepat nya diperbaiki, karena saya perlu meminjam bukunya.",2,2025-09-04 10:21:42
"Pakai Ipusnas semenjak 2022, jarang ada masalah. Tapi selama seminggu terakhir, aplikasinya setiap kali dibuka langsung ngecrash dan buku hasil pinjam/download nggak bisa dibuka sama sekali. Tolong dong developer, aplikasinya ditinjau kembali🙏",1,2025-09-04 10:20:33
"Kenapa nggak bisa dibuka ya, mesti auto keluar sendiri 😭",2,2025-09-04 10:12:22
padahal bagus banget aplikasi ini. banyak buku bagus juga. tapi tolong dong diperbaiki aplikasinya. kenapa suka keluar2 dari aplikasinya? padahal minjem aja belom. semoga kedepannya lebih baik lagi. soalnya penggemar yang baca buku tu banyak. jadi tolong di perbaiki ya min,3,2025-09-04 09:28:15
mau login muter-muter terus,1,2025-09-04 08:30:58
mantap sangat ber,1,2025-09-04 08:02:34
"Baru dipakai kurang lebih 1 bulan sdh bermasalah, apakah karena cuma cuma jadi kulitasnya pun rendahhh",3,2025-09-04 07:11:45
"Sejauh ini, ipusnas cukup membantu ketika aku mencari materi. Mungkin bisa ditambah fitur simpan atau favorit kalau mau baca tinggal klik dan pinjam.. karena gak ada fitur itu, aku jadi sering pinjam buat nandain buku nya padahal kadang belum sempat baca, udah abis masa pinjam nya walaupun bisa dipinjam lagi tapi cukup menyulitkan update, barusan di perbarui malah keluar mulu, parah sekali berkali kali keluar terus",1,2025-09-04 05:27:53
di-update malah tidak bisa dibuka. apakah ini berlangsung seterusnya atau sedang ada perbaikan? karena aplikasi ini sangat bermanfaat sangat disayangkan jika tidak bisa digunakan lagi,1,2025-09-04 05:26:01
erorr terus gk bisa dibuka... tolong perbaiki layanannya. terima kasih,1,2025-09-03 23:49:32
"suka keluar sendiri dari app nya terus, aneh",1,2025-09-03 23:16:17
Error sampai berhari-hari,2,2025-09-03 22:14:08
"bagus buat yang suka bacaan gratis,minusnya sering error. semoga kedepannya lebih baik",5,2025-09-03 21:15:03
sering error nih apj,1,2025-09-03 21:14:43
"apaa siii ipusnas. mentang-mentang notifnya dah bisa muncul kayak aplikasi yang lain malah keluar mulu, ganggu. harus dibuka satu"" dulu notifnya. kenapa ngga dibikin kayak kalo dah buka nih ikon notifikasi di aplikasinya, yaudah hilang gitu. ini malah muncul terus terusan padahal dah aku hapus""in. trus sekarang loading buat detail bukunya, liat antrian, sama rak pinjaman malah lemotnya minta ampun. maafin yaa ipusnas, aku sayang kamu kok, love 🫰🫰",4,2025-09-03 21:03:49
"SEKELAS APLIKASI PEMERINTAH RI CRASHHHH MULUU DAHHH. SEBENERNYA NIAT GA SIHH, KATANYA MAU MENINGKATKAN MINAT BACA. BORO""MINAT BACA, UDAH GA MOOD DULUU APLIKASI NYA JELEK, SAMPAHHH.....",1,2025-09-03 21:00:03
Setelah update malah force close terus. sama sekali nggak bisa dibuka. sebelumnya sering log out sendiri padahal masih baca.,1,2025-09-03 20:41:55
"awal pemakaian aman, tpi skrg malah ada pemberitahuan ""tidak ada koneksi"", padahal jelas² di aplikasi lain jaringan wifi maupun paket internet saya bisa digunakan, masa di aplikasi ini malah ga terbaca jaringannya.",1,2025-09-03 20:04:49
"Kenapa sih aplikasinya suka bermasalah? Suka ga bisa login atau ada buku yang eror, hadehh",1,2025-09-03 19:54:08
"Baru download wkwk, kualitas sesuai rating. masa gabisa login maupun daftar",1,2025-09-03 19:46:21
"ini kenapa dah, kok ngebug aplikasinya ngeclose mulu, apa pengaruh demo??",1,2025-09-03 19:25:53
"sering close sendiri, atau ga bisa dibuka.. kayak ga niat.. tunjangan dpr dipotong 90% dialokasikan buat pengembangan aplikasi ini aja",1,2025-09-03 19:05:58
"Sudah di update, tetapi aplikasi ter-logout dengan sendirinya, saya kira HP saya yang bermasalah, tetapi hal ini juga terjadi di HP teman saya. Tolong diperbaiki segera.",1,2025-09-03 18:04:23
pas masuk langsung keluar sendiri. semoga serius ada perbaikan,1,2025-09-03 14:59:23
"bagus, mungkin perlu ditambahkan lagi buku bukunya dan juga ketersediaan sewa bukunya agar memudahkan para pembaca tidak menunggu antri lama. untuk aplikasinya sering keluar sendiri, terkadang ada buku yang tidak bisa dibaca di pc. terima kasih",3,2025-09-03 13:12:59
"tolonglah daripada uang negara dikorupsi, di gunakan LIBURAN berkedok perjalanan dinas luar negeri . mending uangnya dipakai buat pengembsngan aplikasi ini, lebih berguna bagi masyarakat, dpt meningkatkan literasi bangsa, memintarkan rakyat. ga jelas ini aplikasi, suka loh out sndiri, buku udh di unduh pas mau dibaca lagi harus diunduh lagi. PADAHAL BANGSA BUTUH APLIKASI SPRTI INII!!!",1,2025-09-03 13:08:20
"tidak bisa login, error terus",1,2025-09-03 12:01:40
"Update terbaru malah gak bisa konek, sengaja ya nutup akses literasi?",1,2025-09-03 11:53:13
"Aplikasi yang sangat bermanfaat. Buku fisik sangat mahal, sering bingung mau baca buku di mana karena perpustakaan daerah lebih banyak buku referensi. Taoi saya harap ada fitur bookmark buku yang mau dibaca karena ada jumlah limit peminjaman.",5,2025-09-03 11:53:13
setelah update malah susah banget mau login. giliran udh login mau nyari buku loading ga abis2,1,2025-09-03 11:50:04
Setiap update selalu bermasalah. Masuk langsung keluar. Ini gangguan jaringan lagi. Padahal terkoneksi dengan internet tapi aplikasinya malah di luar jaringan. Ini aplikasi bagus dan berguna banget. Maka dari itu coba untuk lebih serius dan perhatian lagi di aplikasi ini.,1,2025-09-03 11:42:05
ngebug terus kenapa ya?,3,2025-09-03 11:01:26
Tolong di perbaiki lagi karna suka force close aplikasi nyaa semenjak update kemarin,4,2025-09-03 10:13:46
"sering erorr, tb2 keluar, gbisa log in",1,2025-09-03 10:11:53
Habis diupdate kok malah sering tiba-tiba keluar,1,2025-09-03 09:06:25
habis update malah tiap mau baca langsung mental keluar aplikasi. parah,2,2025-09-03 06:53:57
nutup terosss,1,2025-09-03 06:44:56
KECEWA! Dikira update nggak bakal sering lag. Nyatanya malah sering bgt lag. Malah nambah tuh permasalahannya. Dataku ilang woyyy! Sebel banget. Data baca sama data pertemananku balikin!,1,2025-09-03 06:01:01
"aplikasinya bagus tapi masyaallah bug nya nauzubillah menguji kesabaran. pas masuk tiba-tiba keluar, mau baca buku tiba-tiba keluar ya Allah 🙏🏼",2,2025-09-03 05:40:09
"ini aplikasi berat banget rasanya, mana sering gajelas ganisa dibukalah, tiba2 keluar sendiri lagi. Padahal kalo bener berguna banget bikin orang suka baca kafena simpel dibawa kemana-mana",2,2025-09-02 23:03:28
banyak bug,1,2025-09-02 22:54:33
"Susah login, aplikasi tiba-tiba keluar sendiri, buku-bukunya kurang bervariasi dan modern. Gimana mau bangsanya maju, jika aplikasi baca buku saja susah diakses.",1,2025-09-02 22:31:33
"Setelah diupdate, aplikasi ipusnas tidak bisa digunakan. Selalu force close sehingga tidak bisa login.",1,2025-09-02 22:10:38
pas sudah update jadi susah baca nya nge lag parah ga banget?!,1,2025-09-02 21:50:21
kebanyakan maintenance dan bug,1,2025-09-02 21:30:30
awalnya file tdk bisa diunduh. sdh di update tetap sama. udh dicoba instal ulang malah gk bisa masuk katanya kesalahan data.,1,2025-09-02 21:19:02
"tolonglah, kalau buat update itu yang makin bagus. jgn hanya update untuk buat proposal anggaran.",1,2025-09-02 20:56:19
"gini ya, kok sering ngebug sih? kenapa jadi sering ngelek gini, ya? aku mau antri buku ngga keambil2 jdinya. plis deh, aku tuh mau baca buku 😢",3,2025-09-02 20:46:37
"aku barusan update ipusnas. eh dia susah masuk, dan saat buka aplikasi keluar sendiri. aku coba beberapa kali kayak gitu terus. apakah setelah update selalu begini atau kejadiannya hanya di aku? teman teman yang lain bagaimana? Pihak Ipusnas tolong konfirmasi ya.",1,2025-09-02 20:36:28
Tolong perbaiki! Setelah di-update malah engga bisa pinjam buku.,1,2025-09-02 20:23:51
"Baru di-update, langsung error selalu close force sendiri saran, sebelum rilis updatenya di playstore, bagusnya di tes dulu di beberapa perangkat apakah bekerja dengan baik.",1,2025-09-02 19:24:48
apk nya bagus cuma kalo update gabisa masuk lagi susah,1,2025-09-02 18:32:31
"Permisi developer, kok saya gak bisa masuk akun ya? ada kesalahan dalam input data, katanya. Mohon bantuannya ya, karena saya butuh sekali untuk mencari referensi skripsi saya. Terimakasih",3,2025-09-02 18:30:27
login gagal terus per 2 September ini,1,2025-09-02 17:22:59
"ipusnas makin lama kayaknya makin jelek aja. ngebug bangettt, padahal suka baca disini. tolong donggg diperbaiki, banyakin buku2 yg update jg😔😔😔",1,2025-09-02 17:22:54
"bugnya banyak banget, tolong di perbaiki, saya kesusahan mencari buku",2,2025-09-02 17:15:08
"Terdapat error, app suka force close. sudah dicoba di 2 device berbeda. Tolong diperbaiki 🙏",3,2025-09-02 16:47:23
kenapa gabisa masuk apk ya selalu keluar sendiri pdhl memori dan internet tidak terhambat.,1,2025-09-02 15:49:09
"Aplikasi bapuk, dikit-dikit ngebug, update bukan malah makin bagus padahal koleksinya udah lumayan bagus",3,2025-09-02 14:01:24
"kenapa bukunya gak bisa diunduh...? alasannya karna penyimpanan penuh, padahal penyimpanan aku masih cukup",1,2025-09-02 13:54:37
Tidak bisa dibuka,1,2025-09-02 12:04:12
"sering bug ih, tolong di perbaiki, terimakasih",3,2025-09-02 10:49:19
"makin ksini makin sering force close. loadingnya lama bgt. baik ketika di laman beranda ataupun setelah download. padahal memori perangkat akan, sinyal juga penuh. tolong ya, bikin ga mut baca",1,2025-09-02 10:26:04
susah sekali untuk login. error terus,1,2025-09-02 10:05:55
"Aplikasinya sebenarnya sangat membantu apalagi untuk mencari beberapa referensi buku untuk keperluan kuliahku, tapi tolong dong di adjustment lagi apknya. suka bug ga jelas, ga bisa masuk ke apknya. semoga kedepannya apknya lebih bagus lagi",2,2025-09-02 09:40:00
Susahnya untuk login lagi,3,2025-09-02 09:32:13
"sepertinya ada bug nya, soal nya ga bisa connect internet",3,2025-09-02 08:47:03
"lemot, tiba-tiba ke log out, tidak bisa login",2,2025-09-02 08:42:08
"bagus sih bermanfaat, banyak buku yang kepengen aku baca tapi ngapain kalo apk nya tbtb ngebug bahkan gabisa login sama sekali. Tolong diperbaiki lagi, sayang sekali apk bermanfaat seperti ini tapi tidak bisa digunakan",2,2025-09-02 08:36:59
"GK tau lgi dehhh dngn aplikasi ini knp mau daftar tidak bisa pasti bacaan ny ""ada masalah saat mengirim data"" padahal jaringan lancar GK tau gimana caranya agar bisa daftar pdhl mau dipakai untuk sklh",1,2025-09-02 08:19:30
"setelah update, aplikasi tidak bisa dibuka. selalu close sendiri",1,2025-09-02 07:45:03
super buruk,1,2025-09-02 07:37:30
"saya suka banget sama iPusnas, tapi knapa stelah di update udh beberapa hari justru malah engga bisa kepake 😔",1,2025-09-02 07:15:45
saat login susah banget terus2an ada masalah. Harap di berperbaiki secepatnya.,1,2025-09-02 07:13:04
"pas dibuka selalu mode offline, terus nyoba hapus data dan logout dari aplikasi eh malah gabisa login sampe sekarang 👎🏻👎🏻👎🏻",1,2025-09-02 06:58:02
"sering bug, jika ada copy 1 buku pas ingin di pinjam buku copy tidak tersedia, dan sekarang aplikasi nya tidak bisa di buka",1,2025-09-02 06:50:47
mental mulu,1,2025-09-02 06:22:26
susah amat mau daftar👎🏻,1,2025-09-02 06:20:32
parah gabisa dibuka samsek,1,2025-09-02 06:11:03
sangat membantu,5,2025-09-02 05:32:26
harus gonta ganti akun🥲,1,2025-09-02 04:36:34
ga bisa login,1,2025-09-02 01:33:58
"tolong segera diperbaiki, saya ingin melanjutkan bacaan buku yang belum selesai saya baca",2,2025-09-02 01:18:22
"tolong lh bug jaringannya di perbaiki, aplikasinya sering ngebug GK ada koneksi pdahal jaringan saya bagus",1,2025-09-01 22:55:17
"hei ipusnas ini kenapa ya, kok tiba² error gini ngebug, tolong diperbaiki dongg huhu, padahal bagus banget ngebantu banget ni aplikasi, segera diperbaiki yaaa",3,2025-09-01 22:06:17
"tolong apknya diperbaiki dong. ini baru update, mau buka lagi langsung auto logout. Ganggu bgt",1,2025-09-01 21:59:38
apa apaan ini. habis update malah nggak bisa dibuka tuh gimana konsepnya????????????????,1,2025-09-01 21:28:20
Maaf sebelum update kayanya bagus dan jarang ngebug tapi setelah update malah kaya gini yaa?,1,2025-09-01 21:17:59
ada apa ini dengan servernya?,2,2025-09-01 20:43:06
sering eror,2,2025-09-01 20:42:54
"kenapa ya saya tidak bisa masuk ke apknya? katanya ada masalah, tolong lah bug atau error nya diperbaiki ...",3,2025-09-01 20:32:52
"Setiap habis update, pasti error, gilo",1,2025-09-01 20:23:46
"pas pertama kali download app nya lancar"" aja, tp gatau kenapa skrg tiba"" ke log out trs klo mau log in lg jd susah keluar"" trs, pdhl kuota, sinyal, dan memori hp aman"" aja. kenapa ya nge bug trs stlh sy uptade app nya? padahal app ini bagus n sgt bermanfaat klo ga ada insiden nge bug nya, mohon diperbaiki kembali 🙏",1,2025-09-01 20:16:56
"kenapa gak bisa dibuka, aplikasinya ngebug terussss 😭",2,2025-09-01 20:06:56
sering error 😭 kecewa banget sumpah,1,2025-09-01 19:57:55
"Aku hapus ipusnas, setelah itu diunduh lagi. Tapi, tetep aja, pas mau log in, malah jadi gak bisa. Gimanaaa??😮‍💨",2,2025-09-01 19:25:31
aplikasinya suka ngebug,1,2025-09-01 19:14:05
habis diupdate malah error,1,2025-09-01 19:03:17
Kenapa aplikasi kesayanganku ini jadi problematik sih sekarang? Sering force closed. Pas diupdate malah nggak bisa login lagi. Semoga lekas ada perbaikan,2,2025-09-01 18:50:06
tidak bisa login,1,2025-09-01 18:27:43
"astaga, habis update malah gak bisa dibuka sama sekali, aplikasi apa ini ? Bener bener buruk, saya tahu ini gratis tapi ya ampunnnn sungguh jelek, tidak bisa berkata kata 😶",1,2025-09-01 17:49:28
"Ipusnas awal atau versi beta lebih baik, ini gak bisa baca buku kami.. Kalau setiap mau baca ditutup paksa / force close",1,2025-09-01 17:15:59
Sering sekali force close. Bikin males.,1,2025-09-01 17:06:04
FORCE CLOSE MULUU,1,2025-09-01 16:38:15
"buku berjudul ekologi karya John Woodward, bikin aplikasi force close? saya paken akun lain yang belum pinjam buku itu, aplikasi masih normal. coba cek",4,2025-09-01 15:00:36
Padahal menurut saya ini termasuk bentuk alternatif untuk meningkatkan minat baca indonesia tapi malah banyak bug kan yang mau baca jadi kecewa,1,2025-09-01 14:15:17
"Diminta update oleh aplikasi, oke aku update, tapi setelah update bug nya masih ada. Baru banget buka aplikasi, keluar sendiri. Tolong dong developer! perbaiki bug yang mengganggu seperti ini... NANTI KALAU BUGNYA BENER AKU KASIH BINTANG 5! KALAU BOLEH 100 JUGA AKU KASIH!",1,2025-09-01 14:09:06
setelah di update ko malah for close,1,2025-09-01 13:59:31
"apk tidak bisa di buka, sebenarnya sangat membantu bagi mahasiswa. sayang sekali sering terjadi eror pada apk",1,2025-09-01 13:59:23
siap merdekq,5,2025-09-01 11:49:42
Kenapa suka keluar sendiri dari aplikasi? Aku beberapa hari ini mau baca gak bisa. Tolong diperbaiki aplikasinya.,1,2025-09-01 11:45:09
"Bayangin nih aplikasi nyuruh kita buat update, udah update bukannya tambah bagus malah tambah jelek. kita buka aplikasi buat baca, tapi belum sedetik masuk udah keluar, mending ga usah di-update. ini developer nya gimana sih!?",1,2025-09-01 11:44:57
"waduh, abis di update malah keluar sendiri nih. ngebug.",1,2025-09-01 10:26:14
"eror mulu dah. nggak pernah tenang baca di ipusnas ini. mau baca tapi eror. yang keluar sendiri lah, yang loading nggak bisa dibuka lah. kenapa nggak pernah di perbaiki dengan baik sih min. yang pada mau baca buku itu banyak. buat tugas/skripsi banyak, banyak yg butuh ipusnas. seenggaknya jangan ikutan dipersulit juga. perbaiki dengan baik. jangan dikit² eror. dikit² minta update, habis itu nggak bisa dibuka. jadinya mau gimana? terima kasih. tolong di perbaiki dengan baik kedepannya.",1,2025-09-01 09:44:25
"aplikasi bagus ,bermanfaat,tapi setelah update terakhir ,kok malah force close mulu, gmana ipusnas??",3,2025-09-01 09:34:20
aplikasinya sering error,1,2025-09-01 09:08:53
"sebagai Mahasiswa yang mungkin memiliki keterbatasan secara finansial saya rasa aplikasi ini banyak membantu meskipun tidak semua buku ada disini. namun, sejak update terakhir saya sebagai user mengalami kendala dalam membuka aplikasi hingga saat ini. mohon diperbaiki, sebagai pengguna andorid xiaomi ini benar benar memberi keterbatasan saya dalam mengakses buku buku digital",3,2025-09-01 08:52:16
Habis update kok force close? memang jenius,1,2025-09-01 08:41:43
"setiap mau log in selalu nge bug dan keluar sendiri, mohon diperbaiki sistemnya",3,2025-09-01 08:24:17
"versi baru knp tdk lbh baik dibanding versi lama , tolong ipusnas sgra diperbaiki ..",1,2025-09-01 07:41:59
force closed terus 💆🏻‍♀️,1,2025-09-01 07:36:28
"gk bisa dibuka , keluar terus dari aplikasi",3,2025-09-01 06:25:41
"aplikasi tidak bisa dibuka, setiap dibuka keluar sendiri setelah upgrade mohon perbaiki",3,2025-09-01 06:11:44
"sering ngebug itu kenapa, Kak? Mohon solusi. beneran ngga nyaman baca bukunya. tolong diperbaiki.",2,2025-09-01 02:59:32
Ini abis update kok malah keluar sendiri mulu ya. Mohon segera diperbaiki,2,2025-08-31 23:49:44
"udah beberapa hari ini ipusnas gak bisa kebuka, aplikasinya close sendiri. tolong diperbaiki segera yaa.",1,2025-08-31 23:41:32
kenapa aplikasi nya keluar keluar sendiri ya ???,4,2025-08-31 23:31:42
Ih setelah di update jadi keluar2 sendiri,1,2025-08-31 23:22:40
aplikasinya setelah di-update jadi bermasalah. setelah dibuka langsung keluar sendiri,1,2025-08-31 23:03:37
"ngebug, keluar sendiri, tolong segera diperbaiki",2,2025-08-31 22:55:23
"tiap ada update pasti error, astaghfirullah ×∆√∆π§",1,2025-08-31 22:54:23
"hei hei bug nya banyak bgt, apk keluar sendiri, mau unduh tiba tiba kepental keluar! lgi cari search author trus tapi buku nya, mental trus udh update malah bug ga ilang ilang hadeh",1,2025-08-31 22:10:09
Force close mulu nih apps,1,2025-08-31 22:09:22
"mengapa setelah di update, saya buka aplikasinya namun keluar sendiri dari aplikasi tersebut, mohon pihak admin/cs agar bisa cepat tangani error ini, agar saya bisa membaca buku digital, dan jika sudah di perbaiki saya akan kasih rating memuaskan",1,2025-08-31 21:57:13
"Negara kita ingin meningkatkan literasi, tapi tempat membaca digital yg seharusnya gampang diakses, ini malah sering susah diakses. Tolong ditingkatkan bagi yg bekerja dibagian perpus ini",1,2025-08-31 21:07:15
nge bug kah? pas buka app nya malah keluar sendiri,3,2025-08-31 20:44:07
"tolong ya konsisten admin... masa iya error terus mau akses membaca, menghambat minat membaca kalau begini.",1,2025-08-31 20:10:00
nge bug terus duhh,1,2025-08-31 19:54:37
"aplikasi tidak bisa di buka setelah update selalu keluar sendiri padahal hampir selesai baca buku ""sejarah fisika dari Copernicus hingga ampere "" 😭",1,2025-08-31 19:53:10
"Terakhir update, eh malah begini aplikasinya selalu keluar sendiri.",1,2025-08-31 19:07:08
"Bermasalah ni aplikasi, bug keluar sendiri for closed sendiri. tolong developer perbaiki bug nya🙏",2,2025-08-31 18:12:38
Kenapa aplikasinya keluar-keluar sendiri sih setelah di-update?,1,2025-08-31 16:55:41
"Hai tim ipusnas, terimakasih sudah mencoba mengembankan fitur ipusnas dengan lebih baru. Tapi sayang sekali, setelah update sangat mengecewakan. aplikasinya saat dipakai jadi keluar sendiri, dan saat mau baca buku yg sudah dipinjam malah tidak bisa. Sepertinya masih banyak bug dipembaruan kali ini, semoga bisa berbenah dan pembaca ipusnas bisa membaca dengan nyaman seperti dulu. Dan ada juga masalah difitur pinjam buku,beberapa buku yang saya pinjam setelah bukunya diunduh tidak bisa dibaca.",1,2025-08-31 16:54:50
aneh bgttt tiba tiba ga bisa ke buka,1,2025-08-31 16:04:30
"setelah update aplikasi tidak muat tuk dibaca, menutup sendiri. perbaiki lagi min",1,2025-08-31 15:56:02
"min, tolong cepat diperbaiki dong. butuh bgt ini😭 kok pas baru di update aplikasi nya force closed sih min?!",1,2025-08-31 15:31:01
"semenjak update ipusnas jadi nyebelin bgt. nggak bisa login, logout sendiri, harus unduh lagi buku yg dipinjem, macem-macem deh. semoga segera diperbaiki ya.",4,2025-08-31 15:21:54
banyak error,1,2025-08-31 14:27:45
abis di update malah ngga bisa dibuka,1,2025-08-31 14:11:59
kenapa suka keluar sendiri ya??,1,2025-08-31 13:29:52
di-update malah error,1,2025-08-31 13:25:42
"aplikasinya kenapa sih? padahal penyimpanan aku masih banyak, tp setiap mau ngunduh buku selalu ada tulisan ruang internal anda penuh. tolong diperbaiki donggg",2,2025-08-31 12:44:50
Menurutku sudah lumayan meskipun sering ngebug dan eror tapi lumayan buat baca2.,4,2025-08-31 12:01:58
terjadi bug setelah update keluar sendiri,5,2025-08-31 11:40:53
sngattt bermanfaat,5,2025-08-31 10:58:43
TIAP KALI UPDATE KEBIASAAN DEH SUKA EROR,1,2025-08-31 10:39:07
setelah diupdate kenapa malah jadi sering force close gimana sih bukannya makin bagus malah makin jelek,1,2025-08-31 08:47:44
"tolong diperbaiki, soalnya ketika saya buka aplikasi ipusnas tiba tiba keluar sendiri",1,2025-08-31 08:44:35
"Cara agar tidak keluar sendiri setelah di updute, yaitu apk nya di uninstall dlu baru di instal ulang, semoga membantu:)",4,2025-08-31 06:13:26
"Tolong lah ada kata Perpus Nasional, tapi APK sering bermasalah setiap update, kalo kerja jangan kebanyakan scroll² anj",3,2025-08-31 05:15:15
bug terus ya allah sampai kesel aplikasi tertutup sendiri. sangat menganggu kenyamanan user untuk membaca. padahal aku luv luv banget sama isinya (ू˃̣̣̣̣̣̣︿˂̣̣̣̣̣̣ ू),3,2025-08-31 00:48:29
"suka ngebug keluar sendiri, ke log out mulu",1,2025-08-30 23:28:59
"Tolong diperbaiki lagi, masa setelah diupdate bukannya tambah baik, malah selalu keluar sendiri",2,2025-08-30 23:09:42
"baru selesai update apk, pas mau dibuka malah nge-bug & langsung nutup sendiri .. 🥲 apakah memang seperti ini kendala pasca nge-update ? sangat disayangkan, karena apk ini sangat membentu bagi orang² yg senang membaca & suka mencari referensi buku yg sudah jarang ditemui di pasaran.. tolonglah sistemnya lebih diperbaiki lagi ya.. terima kasih 🙏",3,2025-08-30 22:55:00
sering close,1,2025-08-30 21:38:29
"buku yang aku cari beberapa ada di sini, tapi banyak jg buku yg ga disediain di sini. ini aplikasi sering banget ngebug, aku ga bisa buka aplikasi ipusnas, setiap mau buka selalu keluar sendiri, padahal memori dan internet jg oke, kadang akun ku keluar sendiri dan perlu login lg, dan setiap ingin scroll kebawah buku buku yang lg aku antri, itu paasti tiba tiba mulai dari atas/awal lg scrollnya. tolong dong ipusnas diperbaiki ni bug nya",1,2025-08-30 21:14:50
